Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
190090917-90E,190090917,10/20/2019,PUBLIC INTOXICATION,10/20/2019 02:24:34 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 MORTON ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74929856052944, -97.35845699293984)"
190090907-90G,190090907,10/20/2019,PUBLIC INTOXICATION,10/20/2019 02:21:32 AM,90G,ABC 106.07 Misrepresent Age by a Minor 90G LIQUOR,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190090907-90E,190090907,10/20/2019,PUBLIC INTOXICATION,10/20/2019 02:21:32 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190090883-90E,190090883,10/19/2019,PUBLIC INTOXICATION,10/19/2019 11:57:31 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190090877-WAR,190090877,10/19/2019,PUBLIC INTOXICATION,10/19/2019 11:17:57 PM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,2500 CHESTNUT AVE,FORT WORTH,TX,C13,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.79029798184977, -97.36365138265124)"
190090877-90E,190090877,10/19/2019,PUBLIC INTOXICATION,10/19/2019 11:17:57 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 CHESTNUT AVE,FORT WORTH,TX,C13,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.79029798184977, -97.36365138265124)"
190090871-90E,190090871,10/19/2019,PUBLIC INTOXICATION,10/19/2019 10:30:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 HOUSTON ST,FORT WORTH,TX,A15,Central,9,C,18,18 PARKING LOT/GARAGE,"(32.75666051519758, -97.33359973699231)"
190090863-90E,190090863,10/19/2019,PUBLIC INTOXICATION,10/19/2019 10:01:10 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 CALVERT ST,FORT WORTH,TX,A11,,,C,50,50 PARK/PLAYGROUND,"(32.76088022312888, -97.34294560089083)"
190090828-90E,190090828,10/19/2019,PUBLIC INTOXICATION,10/19/2019 07:06:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2600 HAYNES AVE,FORT WORTH,TX,G14,East,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74206362347994, -97.2684941431626)"
190090794-90E,190090794,10/19/2019,PUBLIC INTOXICATION,10/19/2019 06:45:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6400 LOCKE AVE,FORT WORTH,TX,L12,,,C,20,20 RESIDENCE/HOME,"(32.73176039032019, -97.4253029513494)"
190090684-WAR,190090684,10/19/2019,PUBLIC INTOXICATION,10/19/2019 08:08:00 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,4100 SNOWBERRY LN,FORT WORTH,TX,J18,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.589916238490716, -97.38016295393066)"
190090684-90E,190090684,10/19/2019,PUBLIC INTOXICATION,10/19/2019 08:08:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4100 SNOWBERRY LN,FORT WORTH,TX,J18,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.589916238490716, -97.38016295393066)"
190090647-90E,190090647,10/19/2019,PUBLIC INTOXICATION,10/19/2019 01:11:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 TAYLOR ST,FORT WORTH,TX,A15,,,C,3,03 BAR/NIGHT CLUB,"(32.75335410063208, -97.33356219116119)"
190090386-90E,190090386,10/18/2019,PUBLIC INTOXICATION,10/18/2019 02:01:48 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190090382-90E,190090382,10/18/2019,PUBLIC INTOXICATION,10/18/2019 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.750109143952685, -97.35663223515557)"
190090380-90E,190090380,10/18/2019,PUBLIC INTOXICATION,10/18/2019 01:45:28 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.74919189098922, -97.35664467462463)"
190090375-90E,190090375,10/18/2019,PUBLIC INTOXICATION,10/18/2019 01:05:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190090375-290,190090375,10/18/2019,PUBLIC INTOXICATION,10/18/2019 01:05:00 AM,290,GC 039 Criminal Mischief under $100/Subst Inconven,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190089807-WAR,190089807,10/15/2019,PUBLIC INTOXICATION,10/15/2019 11:48:36 PM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,6900 OVERHILL RD,FORT WORTH,TX,L13,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.70892484428954, -97.43344399949997)"
190089807-90E,190089807,10/15/2019,PUBLIC INTOXICATION,10/15/2019 11:48:36 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6900 OVERHILL RD,FORT WORTH,TX,L13,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.70892484428954, -97.43344399949997)"
190089787-90E,190089787,10/15/2019,PUBLIC INTOXICATION,10/15/2019 10:25:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1800 MAY ST,FORT WORTH,TX,B16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.72478720668228, -97.3290708050607)"
190089747-90E,190089747,10/15/2019,PUBLIC INTOXICATION,10/15/2019 07:13:17 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,13200 FIDDLERS TRL,FORT WORTH,TX,F11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.967770923690075, -97.26300292239269)"
190089677-90E,190089677,10/15/2019,PUBLIC INTOXICATION,10/15/2019 02:52:10 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6700 E LANCASTER AVE,FORT WORTH,TX,H14,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73231492474284, -97.21710181882054)"
190089516-90E,190089516,10/15/2019,PUBLIC INTOXICATION,10/15/2019 03:56:54 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6000 MONTEVISTA LN,FORT WORTH,TX,K19,,,C,18,18 PARKING LOT/GARAGE,"(32.66876530565302, -97.42352444254253)"
190089501-90E,190089501,10/15/2019,PUBLIC INTOXICATION,10/15/2019 12:25:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7400 MC CART AVE,FORT WORTH,TX,J17,South,6,C,12,12 GROCERY/SUPERMARKET,"(32.63555114925994, -97.3696009675721)"
190089483-90E,190089483,10/14/2019,PUBLIC INTOXICATION,10/14/2019 10:03:22 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 SALADO TRL,FORT WORTH,TX,H16,East,5,C,20,20 RESIDENCE/HOME,"(32.80220000048272, -97.19492847421691)"
190089475-90E,190089475,10/14/2019,PUBLIC INTOXICATION,10/14/2019 09:36:16 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5100 GRANBURY RD,FORT WORTH,TX,J14,,,C,18,18 PARKING LOT/GARAGE,"(32.673227375472656, -97.38271028807507)"
190089303-90E,190089303,10/14/2019,PUBLIC INTOXICATION,10/14/2019 11:06:51 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1200 COMMERCE ST,FORT WORTH,TX,A15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75068780052856, -97.32704278886233)"
190089195-90E,190089195,10/13/2019,PUBLIC INTOXICATION,10/13/2019 11:37:48 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,9000 SUN HAVEN WAY,FORT WORTH,TX,E15,North,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.90274846507139, -97.25844630768545)"
190088987-90E,190088987,10/13/2019,PUBLIC INTOXICATION,10/13/2019 01:33:34 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,13900 NORTH FREEWAY,,TX,F12,,,C,25,25 OTHER/UNKNOWN,"(32.982223092300146, -97.30597339508543)"
190088979-90E,190088979,10/13/2019,PUBLIC INTOXICATION,10/13/2019 01:41:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 N MAIN ST,FORT WORTH,TX,C13,,,C,3,03 BAR/NIGHT CLUB,"(32.78825962003451, -97.34922599109294)"
190088970-90E,190088970,10/13/2019,PUBLIC INTOXICATION,10/13/2019 12:45:47 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 W EXCHANGE AVE,FORT WORTH,TX,C13,,,C,3,03 BAR/NIGHT CLUB,"(32.78884847087956, -97.35065948233108)"
190088963-90E,190088963,10/13/2019,PUBLIC INTOXICATION,10/13/2019 12:46:51 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,Northwest,2,C,18,18 PARKING LOT/GARAGE,"(32.7901994394112, -97.34820982562468)"
190088961-WAR,190088961,10/13/2019,PUBLIC INTOXICATION,10/13/2019 12:19:00 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,18,18 PARKING LOT/GARAGE,"(32.7901994394112, -97.34820982562468)"
190088961-90E,190088961,10/13/2019,PUBLIC INTOXICATION,10/13/2019 12:19:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,18,18 PARKING LOT/GARAGE,"(32.7901994394112, -97.34820982562468)"
190088952-90E,190088952,10/12/2019,PUBLIC INTOXICATION,10/12/2019 12:31:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 CROCKETT ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.75019160602459, -97.35662032512573)"
190088899-90E,190088899,10/12/2019,PUBLIC INTOXICATION,10/12/2019 06:38:47 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3900 AIRPORT FWY WB,FORT WORTH,TX,A13,,,C,21,21 RESTAURANT,"(32.77433371910926, -97.29032002183153)"
190088850-90E,190088850,10/12/2019,PUBLIC INTOXICATION,10/12/2019 02:54:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 N BEACH ST,FORT WORTH,TX,C12,,,C,21,21 RESTAURANT,"(32.80370174015863, -97.2906417761133)"
190088829-90E,190088829,10/12/2019,PUBLIC INTOXICATION,10/12/2019 12:06:17 PM,90E,PC 49.021 Public Intoxication w/3 prior cv 90E DRU,4200 HEMPHILL ST,FORT WORTH,TX,J11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.686491805691176, -97.33181210951842)"
190088794-90E,190088794,10/12/2019,PUBLIC INTOXICATION,10/12/2019 08:06:40 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 TOWNSEND DR,FORT WORTH,TX,J11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.70360828493431, -97.34912983188171)"
190088794-35B,190088794,10/12/2019,PUBLIC INTOXICATION,10/12/2019 08:06:40 AM,35B,GC 084 Possession of Drug Paraphenalia 35B DRUG EQ,3200 TOWNSEND DR,FORT WORTH,TX,J11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.70360828493431, -97.34912983188171)"
190088760-90E,190088760,10/12/2019,PUBLIC INTOXICATION,10/12/2019 02:08:43 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190088746-90E,190088746,10/12/2019,PUBLIC INTOXICATION,10/12/2019 12:20:25 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74923490154505, -97.36028891047863)"
190088691-90E,190088691,10/11/2019,PUBLIC INTOXICATION,10/11/2019 07:36:17 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 AZLE AVE,FORT WORTH,TX,D12,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.80165272689784, -97.38263987058772)"
190088634-90E,190088634,10/11/2019,PUBLIC INTOXICATION,10/11/2019 04:33:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3300 SPRINGDALE RD,FORT WORTH,TX,A13,Central,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.78800528505033, -97.29943247451055)"
190071329-90E,190071329,08/18/2019,PUBLIC INTOXICATION,08/18/2019 05:22:03 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,400 COMMERCE ST,FORT WORTH,TX,A15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75521314598575, -97.33053879503922)"
190071321-90E,190071321,08/18/2019,PUBLIC INTOXICATION,08/18/2019 04:13:47 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 N DE COSTA ST,FORT WORTH,TX,A17,,,C,20,20 RESIDENCE/HOME,"(32.76550167841416, -97.29020669344307)"
190071310-90Z,190071310,08/18/2019,PUBLIC INTOXICATION,08/18/2019 06:20:00 AM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,1200 W CANNON ST,FORT WORTH,TX,B11,,,C,18,18 PARKING LOT/GARAGE,"(32.73738042613953, -97.3379005168304)"
190071310-90E,190071310,08/18/2019,PUBLIC INTOXICATION,08/18/2019 06:20:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1200 W CANNON ST,FORT WORTH,TX,B11,,,C,18,18 PARKING LOT/GARAGE,"(32.73738042613953, -97.3379005168304)"
190071306-90E,190071306,08/18/2019,PUBLIC INTOXICATION,08/18/2019 03:28:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190071300-90E,190071300,08/18/2019,PUBLIC INTOXICATION,08/18/2019 01:07:20 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 CLINTON AVE,FORT WORTH,TX,C16,,,C,25,25 OTHER/UNKNOWN,"(32.77532635303341, -97.34771979001826)"
190071297-90E,190071297,08/18/2019,PUBLIC INTOXICATION,08/17/2019 10:08:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 TAYLOR ST,FORT WORTH,TX,A15,,,C,3,03 BAR/NIGHT CLUB,"(32.75335410063208, -97.33356219116119)"
190071291-90E,190071291,08/18/2019,PUBLIC INTOXICATION,08/18/2019 01:05:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74838751946538, -97.36040657506226)"
190069179-90E,190069179,08/11/2019,PUBLIC INTOXICATION,08/11/2019 06:33:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 LAS VEGAS TRL,FORT WORTH,TX,L16,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73559980351573, -97.4668485505867)"
190069146-90E,190069146,08/11/2019,PUBLIC INTOXICATION,08/11/2019 03:14:17 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 HOUSTON ST,FORT WORTH,TX,A15,,,C,25,25 OTHER/UNKNOWN,"(32.74904411350781, -97.3285811730429)"
190069136-90E,190069136,08/11/2019,PUBLIC INTOXICATION,08/11/2019 02:31:01 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3700 TANACROSS DR,FORT WORTH,TX,C15,,,C,14,14 HOTEL/MOTEL/ETC.,"(32.83710793641082, -97.29408146637351)"
190069047-90E,190069047,08/11/2019,PUBLIC INTOXICATION,08/11/2019 04:05:29 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 E EXCHANGE AVE,FORT WORTH,TX,C11,,,C,18,18 PARKING LOT/GARAGE,"(32.788822818079396, -97.34637933809732)"
190069042-90E,190069042,08/11/2019,PUBLIC INTOXICATION,08/11/2019 03:28:04 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190069039-90E,190069039,08/11/2019,PUBLIC INTOXICATION,08/11/2019 03:13:44 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 E EXCHANGE AVE,FORT WORTH,TX,C11,,,C,18,18 PARKING LOT/GARAGE,"(32.788892092221, -97.34396265608163)"
190069036-90E,190069036,08/11/2019,PUBLIC INTOXICATION,08/11/2019 02:30:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190069027-90E,190069027,08/11/2019,PUBLIC INTOXICATION,08/11/2019 02:02:51 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1200 BLODGETT AVE,FORT WORTH,TX,I12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.69028001659263, -97.31105876126597)"
190069018-90Z,190069018,08/11/2019,PUBLIC INTOXICATION,08/11/2019 03:14:00 AM,90Z,PC 38.15(A) Interfer W/Public Duties 90Z ALL OTHER,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190069018-13B,190069018,08/11/2019,PUBLIC INTOXICATION,08/11/2019 03:14:00 AM,13B,GC 088 Assault by Offensive Contact or Threat 13B,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190069005-90E,190069005,08/10/2019,PUBLIC INTOXICATION,08/10/2019 11:49:50 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2300 GREEN OAKS RD,FORT WORTH,TX,L11,,,C,55,55 SHOPPING MALL,"(32.73726125372226, -97.4341613772344)"
190069003-90E,190069003,08/11/2019,PUBLIC INTOXICATION,08/10/2019 09:02:00 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7901994394112, -97.34820982562468)"
190068993-90E,190068993,08/10/2019,PUBLIC INTOXICATION,08/10/2019 12:01:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7487238941545, -97.3565205859467)"
190068990-90E,190068990,08/10/2019,PUBLIC INTOXICATION,08/10/2019 10:05:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8000 CROWLEY RD,FORT WORTH,TX,I18,South,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.633453874853124, -97.34869888049634)"
190068982-90J,190068982,08/10/2019,PUBLIC INTOXICATION,08/10/2019 09:46:36 PM,90J,PC 30.05(A) Criminal Trespass 90J TRESPASS OF REAL,1400 W 7TH ST,FORT WORTH,TX,A16,Central,9,C,23,23 SERVICE/GAS STATION,"(32.75094663419428, -97.34085401270313)"
190068982-90E,190068982,08/10/2019,PUBLIC INTOXICATION,08/10/2019 09:46:36 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 W 7TH ST,FORT WORTH,TX,A16,Central,9,C,23,23 SERVICE/GAS STATION,"(32.75094663419428, -97.34085401270313)"
190068934-90E,190068934,08/10/2019,PUBLIC INTOXICATION,08/10/2019 05:41:00 PM,90E,PC 49.021 Public Intoxication w/3 prior cv 90E DRU,7200 S HULEN ST,FORT WORTH,TX,J16,,,C,21,21 RESTAURANT,"(32.64252842780326, -97.39605104975905)"
190068909-90E,190068909,08/10/2019,PUBLIC INTOXICATION,08/10/2019 03:52:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 JONES ST,FORT WORTH,TX,A15,,,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.75249311979229, -97.32669496344886)"
190068777-90E,190068777,08/10/2019,PUBLIC INTOXICATION,08/10/2019 01:13:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 MORTON ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749207835880206, -97.36034314578659)"
190068757-90E,190068757,08/09/2019,PUBLIC INTOXICATION,08/09/2019 11:09:20 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 LEE AVE,FORT WORTH,TX,C16,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.775924634432, -97.35005232546077)"
190068430-90Z,190068430,08/08/2019,PUBLIC INTOXICATION,08/08/2019 09:00:00 PM,90Z,LOCAL Local Class C Warrants 90Z ALL OTHER OFFENSE,3700 HEMPHILL ST,FORT WORTH,TX,J11,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.69532738135014, -97.33176740938654)"
190068430-90E,190068430,08/08/2019,PUBLIC INTOXICATION,08/08/2019 09:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3700 HEMPHILL ST,FORT WORTH,TX,J11,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.69532738135014, -97.33176740938654)"
190068412-90E,190068412,08/08/2019,PUBLIC INTOXICATION,08/08/2019 08:32:15 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 MESQUITE RD,FORT WORTH,TX,C12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.80064889982017, -97.29345592364582)"
190068356-90E,190068356,08/08/2019,PUBLIC INTOXICATION,08/08/2019 05:20:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 AZLE AVE,FORT WORTH,TX,D11,,,C,18,18 PARKING LOT/GARAGE,"(32.793928077606516, -97.37327807388776)"
190068139-90E,190068139,08/08/2019,PUBLIC INTOXICATION,08/07/2019 11:51:33 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 NE 28TH ST,FORT WORTH,TX,A12,Central,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.79506670477915, -97.32580330826805)"
190068110-90E,190068110,08/07/2019,PUBLIC INTOXICATION,08/07/2019 09:39:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1900 WEST FWY,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.740907372505, -97.34587084591281)"
190068101-90E,190068101,08/07/2019,PUBLIC INTOXICATION,08/07/2019 09:01:08 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7200 OLD DECATUR RD,FORT WORTH,TX,D15,,,C,18,18 PARKING LOT/GARAGE,"(32.86065981007306, -97.39095235666183)"
190067905-90E,190067905,08/07/2019,PUBLIC INTOXICATION,08/07/2019 08:40:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 WEILER BLVD,FORT WORTH,TX,G13,,4,C,14,14 HOTEL/MOTEL/ETC.,"(32.75977071760689, -97.23842282174503)"
190067730-90E,190067730,08/06/2019,PUBLIC INTOXICATION,08/06/2019 06:15:34 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4600 BENBROOK HWY,FORT WORTH,TX,L14,,,C,3,03 BAR/NIGHT CLUB,"(32.70699287866591, -97.44876439779551)"
190067730-13B,190067730,08/06/2019,PUBLIC INTOXICATION,08/06/2019 06:15:34 PM,13B,PC 22.01(A)(1) Assault Causes B/I 13B SIMPLE ASSAU,4600 BENBROOK HWY,FORT WORTH,TX,L14,,,C,3,03 BAR/NIGHT CLUB,"(32.70699287866591, -97.44876439779551)"
190067447-90E,190067447,08/05/2019,PUBLIC INTOXICATION,08/05/2019 09:40:36 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4200 LANYARD DR,FORT WORTH,TX,D12,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.81793502223035, -97.37878102127189)"
190067155-90E,190067155,08/05/2019,PUBLIC INTOXICATION,08/05/2019 02:05:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74915478660073, -97.35651503563254)"
190067112-90E,190067112,08/04/2019,PUBLIC INTOXICATION,08/04/2019 09:09:49 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5200 N BEACH ST,FORT WORTH,TX,C15,,,C,23,23 SERVICE/GAS STATION,"(32.83908863165044, -97.29075272914719)"
190067096-90E,190067096,08/04/2019,PUBLIC INTOXICATION,08/04/2019 08:33:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5000 E LANCASTER AVE,FORT WORTH,TX,G13,,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74106912232648, -97.24604194033081)"
190066798-90Z,190066798,08/03/2019,PUBLIC INTOXICATION,08/03/2019 03:51:00 PM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,4200 N BEACH ST,FORT WORTH,TX,C12,,,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.81975180179919, -97.29080518546071)"
190066798-90E,190066798,08/03/2019,PUBLIC INTOXICATION,08/03/2019 03:51:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4200 N BEACH ST,FORT WORTH,TX,C12,,,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.81975180179919, -97.29080518546071)"
190066757-90E,190066757,08/03/2019,PUBLIC INTOXICATION,08/03/2019 11:49:37 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 W FOGG ST,FORT WORTH,TX,J11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.69107023873693, -97.33894184624724)"
190066347-90E,190066347,08/02/2019,PUBLIC INTOXICATION,08/02/2019 03:56:14 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6800 PRAIRIE HILL RD N,FORT WORTH,TX,F17,North,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.865258705018185, -97.33369706286359)"
